subject,predicated,object
has_Inclusive_decision_making,range,Inclusive_decision_making
Women_in_management,label,Women_in_management
Ne867c9b9bf8a4260bc2243a646e25850,onClass,Disaster_costs
N3c54dc27de8242afb40874ebc73eb61f,cardinality,1
has_Bribery_in_business,label,Bribery_in_business
Ndd0ea011ac244c7bb86fa623a907832a,onProperty,has_Air_pollution_deaths
has_Tariff_rates,label,Tariff_rates
N3f6436ccd7fb40cb98af5c796d1e9abc,onClass,Medicine_availability
Neglected_tropical_disease,type,Class
has_Multistakeholder_progress,label,Multistakeholder_progress
Sustainable_fishery_income,subClassOf,Red_Indicators
Good_health_and_well_being,label,Good_Health_and_Well-Being
N19471b779985408199bc301b85cfd65f,onProperty,has_Discriminatory_practices
N3b4b8558593c4b9083e7b558a4dc0a78,type,Restriction
Reduce_Inequalities,subClassOf,Ne8102076348849dc97fb759c3f4a9b19
has_Hourly_earnings,range,Hourly_earnings
N308fb2625fda477ebcfd971281e128ae,onClass,Healthcare_coverage
has_Reading_proficiency,range,Reading_proficiency
Nb1df7821044441e3b1b85457c09430de,cardinality,1
N31d229be9d444e289bd444b70d4da223,rest,N1d6b2fcc3d5c43fb8f9edc904c3946a1
has_Transboundary_cooperation,type,ObjectProperty
N308fb2625fda477ebcfd971281e128ae,onProperty,has_Healthcare_coverage
has_Alcohol_intake,label,Alcohol_intake
Reading_proficiency,subClassOf,Yellow_Indicators
ODA_for_water,subClassOf,Green_Indicators
Qualified_teachers,subClassOf,Yellow_Indicators
Small_scale_industry_credit,subClassOf,Red_Indicators
Nf582dc8a10184cfcb623628af8e5c8a6,cardinality,1
N9bb6a744af874674b5240ef943ac0396,type,Restriction
N4b778f17d8834f4ba99430eee95b9845,onProperty,has_Support_for_Mgmt_plans
has_Health_expenditure,range,Health_expenditure
Female_land_ownership,label,Female_land_ownership
N68a9b5b003004efe896c5073bb042bd9,type,Restriction
N73fd66a249734ff889fdb2749ac16d57,cardinality,1
Sustainable_Development_Goals,member,Good_health_and_well_being
has_Suicide_mortality,domain,Good_health_and_well_being
Gender_Equality,label,Gender_Equality
Integrated_water_Mgmt,subClassOf,Yellow_Indicators
Na0aa8e67238743a9914ff23e67217cba,onProperty,has_Statistical_capacity_resource
Life_Below_Water,subClassOf,N452c228f0d7c44eeb140186b0867850d
N69665175c83445f8a306afe47fdd8089,type,Restriction
has_Undernourichment,domain,Zero_Hunger
Time_on_domestic_work,label,Time_on_domestic_work
violence_prevalence,label,violence_prevalence
has_Water_use_efficiency,type,ObjectProperty
has_Statistical_capacity_resource,type,ObjectProperty
Safe_city_spaces,subClassOf,Red_Indicators
has_Science_tech_cooperation,range,Science_tech_cooperation
N452c228f0d7c44eeb140186b0867850d,cardinality,1
Migration_recruitment_cost,type,Class
N80d5452cfd69435b85ef7b112619b04b,cardinality,1
Ncb6010ece10e42e1b73fb076fe98e41b,onProperty,has_Homicides_rate
Goal_10,Concept,Reduce_Inequalities
N1c9eb92f75f440308d5e35deb5d3b5fb,onClass,Personal_remittances
N86818bfbb1074ea1a4564e31d0798d61,type,Restriction
Nea720dc4b13b464794e1e3133ae28a8d,onClass,Bribery_in_public
N0cd64e700fc74edf96a998ec2c1bf20a,onProperty,has_Food_price_anomaly
Local_disaster_risk,label,Local_disaster_risk
Substance_use_treatment,subClassOf,Red_Indicators
Migration_recruitment_cost,subClassOf,Red_Indicators
has_Integrated__risk_Mgmt,type,ObjectProperty
Goal_8,Concept,Decent_Work_and_Economic_Growth
High_tech_industry_value,subClassOf,Red_Indicators
has_Manufacturing_value,range,Manufacturing_value
has_Aid_for_Trade,type,ObjectProperty
N891abd115e424d4ab64e8f76fccf3ff9,type,Restriction
has_Road_traffic_injuries,domain,Good_health_and_well_being
has_Freshwater_stress,type,ObjectProperty
N866563cc2a1b4ef5993403b383f905ad,onProperty,has_Tariff_rates
Peace_Justice_and_Strong_Institutions,subClassOf,N7b03f9d53afb4a9cbe00f816590a0d08
has_Research_for_marine_tech,type,ObjectProperty
New_HIV_infections,type,Class
Nbb2e0bcf5ee7490bab21f2122e8a7730,type,Restriction
Statistical_capacity,label,Statistical_capacity
Partnerships_for_The_Goals,subClassOf,Sustainable_Development_Goals
Red_List_Index,type,Class
Broadband_subscriptions,subClassOf,Red_Indicators
,description,ontonlogy project final
has_Migration_recruitment_cost,type,ObjectProperty
N9eecc5b5aed14bc59526b3339380ba1e,onClass,Child_mortality
Ne0eab10cae3a4079b2d9136e4892a974,onClass,Wildlife_poaching
Gender_Equality,subClassOf,Nd7964adcd0ab44eb901f884884b6b508
has_Marine_ecosystems,type,ObjectProperty
has_Water_ecosystems,range,Water_ecosystems
Sustainable_Development_Goals,member,Responsible_Consumption_and_Production
has_Air_pollution_deaths,domain,Good_health_and_well_being
Partnerships_for_The_Goals,subClassOf,N3fbf6f86edfe4cebb0694e58a4fbe99f
N86888339cb5e46cd9520e216d73ac7ea,cardinality,1
Water_ecosystems,type,Class
has_Domestic_taxes,range,Domestic_taxes
has_Green_Climate_Fund,label,Green_Climate_Fund
Nc34fa6adc35d4cb6bfe6923ea72adbe5,onProperty,has_Child_stunting
has_Human_trafficking,range,Human_trafficking
has_Govt_revenue_GDP,range,Govt_revenue_GDP
Ne4495b181fd746a9b53d3022041a2126,cardinality,1
Nfc447dec38f9452daf9b402bf661d62a,onClass,Govt_revenue_GDP
N9a67ac28c75b4e468109e6a65155bd25,type,Restriction
Women_in_parliament,type,Class
Maternal_mortality,subClassOf,Green_Indicators
has_ODA_for_forests,label,ODA_for_forests
has_Youth_education_or_training,range,Youth_education_or_training
has_Solid_waste_management,domain,Sustainable_Cities_and_Communities
has_Violence_by_non_partner,range,Violence_by_non_partner
has_Equal_intl_participation,label,Equal_intl_participation
N41042c5c7f6c49ab8c57756a304544d0,onProperty,has_Tuberculosis_incidence
Invasive_alien_species,label,Invasive_alien_species
N53a778ec99cc4574a23a135de0a8b8bb,first,Decent_Work_and_Economic_Growth
Inclusive_decision_making,label,Inclusive_decision_making
Degradad_land,label,Degradad_land
has_Genetic_resources,type,ObjectProperty
N80d5452cfd69435b85ef7b112619b04b,onClass,Tourism_GDP_contribution
has_Statistical_legislation,type,ObjectProperty
has_Small_scale_industry_value,range,Small_scale_industry_value
N383154cba0aa4dffb2b077b6c010384d,onProperty,has_Local_risk_Mgmt
Freshwater_stress,subClassOf,Green_Indicators
N8f40f8510e66462f89c2c7c55b34d191,type,Restriction
has_Marine_pollution,type,ObjectProperty
N1482e5172bb34b4b848e923573f7f039,onProperty,has_Victim_reports_of_crime
Nb1df7821044441e3b1b85457c09430de,onClass,Foreign_Direct_Investment
has_Mountain_biodiversity,type,ObjectProperty
N21d884eb4bfd4572a5bba844af3e104e,onProperty,has_Hazardous_waste
N34708efd99f14e92886c9c12548aa160,onProperty,has_Forest_area
Nf83ba3fbee41453eb9af2ec5a894818f,onProperty,has_Fish_stocks_levels
Climate_Action,label,Climate_Action
N3e4746581f5e4f73accbfd3c687af912,onClass,Disaster_risk_reduction
Sustainable_technologies,label,Sustainable_technologies
Hourly_earnings,subClassOf,Yellow_Indicators
has_Agri_orientation_index,range,Agri_orientation_index
Quality_Education,subClassOf,Ne4495b181fd746a9b53d3022041a2126
N499a2a4c25114918af4e8d1ca16be9fa,cardinality,1
Goal_4,Concept,Quality_Education
Life_On_Land,subClassOf,N499a2a4c25114918af4e8d1ca16be9fa
Partnerships_for_The_Goals,subClassOf,N68a9b5b003004efe896c5073bb042bd9
has_Small_scale_fisher_support,domain,Life_Below_Water
Nefa8033d06254bad880586065d68f9ba,type,Restriction
has_ODA_for_forests,range,ODA_for_forests
N5e16abecc7094e249a0f033847872dde,type,Restriction
Nf0f6f21beb1242ab8731060aa01a0d81,onProperty,has_ODA_for_infrastructure
Nd7964adcd0ab44eb901f884884b6b508,onClass,Mobile_phone_ownership
Manufacturing_value,type,Class
N61184ffee6cc467f8c1c36819bf2cb0b,onProperty,has_Ocean_acidification
has_Unemployment_rate,domain,Decent_Work_and_Economic_Growth
has_Manufacturing_employment,label,Manufacturing_employment
Quality_Education,label,Quality_Education
N7b1f62c58c4043be9064cf3e6600a0dd,onClass,Sexual_violence
N96e68d9f31db43138795620bf6741dc9,onProperty,has_Food_insecurity
ODA_for_water,type,Class
N77e5db875f2e4a1b8ae79a917fdedaef,type,Restriction
Female_land_rights,type,Class
has_Energy_intensity,label,Energy_intensity
Disaster_deaths,subClassOf,Green_Indicators
has_Mobile_network_coverage,domain,Industry_Innovation_and_Infrastructure
Nd9f08db3d7a5499a8b28feb7c059e839,type,Restriction
has_Statistical_capacity,range,Statistical_capacity
Sexual_violence,type,Class
has_Disaster_deaths_injury,type,ObjectProperty
Access_further_education,type,Class
has_Institutional_representation,label,Institutional_representation
N308fb2625fda477ebcfd971281e128ae,cardinality,1
Red_Indicators,subClassOf,Indicators
has_Support_for_Mgmt_plans,type,ObjectProperty
Partnerships_for_The_Goals,subClassOf,N46da9eb40fc84700bb122386b9e86b25
Nbe5500b100b64ade9d50f5ebd8bfa93e,onClass,GDP_per_capita_growth
has_Tracking_gender_equality,label,Tracking_gender_equality
has_Women_in_management,domain,Gender_Equality
N5698fd44f9a54e8f9b22acb46549abd8,type,Restriction
Degradad_land,type,Class
N9aa963a31c0c450c8edd17eaf063b24e,onClass,New_HIV_infections
Ndd0ea011ac244c7bb86fa623a907832a,type,Restriction
Nddc93b1b57ea4db4b1d33c390195108e,cardinality,1
Domestic_taxes,subClassOf,Yellow_Indicators
Neaaf8554ea734a02ab222bb146098ae0,type,Restriction
Nd7ccad1edd4f462887f60dfcb4e1003f,type,Restriction
Nbb2e0bcf5ee7490bab21f2122e8a7730,cardinality,1
has_GDP_growth_per_employed,range,GDP_growth_per_employed
Ncb7fcd4e3ee045de9156dafb61601121,cardinality,1
Ncf1db9b246264fe88d01ebe041bf78c5,type,Restriction
has_ODA_for_scholarships,type,ObjectProperty
N17466862601f4f7c81d03f24dad3dcb1,type,Restriction
has_Reading_proficiency,type,ObjectProperty
Industry_Innovation_and_Infrastructure,subClassOf,N6cbf5e5c049849ddbe6f2369546d3517
has_Public_transpot_access,domain,Sustainable_Cities_and_Communities
Nfa2fed19ccfb4a6b9ed133dfee824f41,cardinality,1
Ne218764d402e4454a2c64dc49410fd06,type,Restriction
Hazardous_waste_agreement,type,Class
has_Urban_air_pollution,range,Urban_air_pollution
Homicides_rate,type,Class
Discriminatory_practices,subClassOf,Red_Indicators
has_Child_mortality,type,ObjectProperty
N38ab8854245b41b093b39d9e5fe3faad,cardinality,1
has_Frameworks_for_gender,type,ObjectProperty
has_High_tech_industry_value,label,High_tech_industry_value
N1ded5fc49cc8417badb69435ba99efa0,onClass,Institutional_representation
Nd18cb6d7b55c4cbfb957c8e475de547b,type,Restriction
N03256c78d1f844ea8a745f12d7ce4b3a,onClass,Development_assistance
N7357ab605bbb4f97a22fc6ac66ed7bf1,onProperty,has_Social_protection
Tobacco_use,label,Tobacco_use
Secure_land_rights,subClassOf,Red_Indicators
N1ded5fc49cc8417badb69435ba99efa0,cardinality,1
has_Biodiversity_planning,domain,Life_On_Land
has_Manufacturing_employment,range,Manufacturing_employment
has_Forest_area,range,Forest_area
Nb1df7821044441e3b1b85457c09430de,type,Restriction
Ncf640b7375614150884e9ea787cb8406,onProperty,has_Violence_against_children
N877c84d6d68148f7bb6f017741484143,onProperty,has_R_and_D_researchers
has_Basic_services,type,ObjectProperty
has_Birth_registration,label,Birth_registration
has_Global_food_loss,type,ObjectProperty
N9be5ae06971e416baf5c513977d02993,cardinality,1
N5e3a9bfa8390459c8411ba750641e9f7,cardinality,1
N7f784aedb139400dae4a2a0c982e4b68,type,Restriction
has_Birth_registration,range,Birth_registration
Nd21cda2040704cfb9e77fcfb9c03de0d,onProperty,has_Equal_intl_participation
has_Food_insecurity,type,ObjectProperty
Income_growth_inequality,subClassOf,Yellow_Indicators
Material_footprint,type,Class
Nbd3ddaa92328410e9ce7efd50c47567f,onProperty,has_Disaster_losses
Nae0d113f5760482cb57d4914e40ee62c,cardinality,1
Ne2a9501392d24fe4aa756c813466e073,type,Restriction
N1c9eb92f75f440308d5e35deb5d3b5fb,onProperty,has_Personal_remittances
Sustainable_production,label,Sustainable_production
Adolescent_births,subClassOf,Yellow_Indicators
has_Invasive_alien_species,domain,Life_On_Land
Implementing_intl_sea_law,subClassOf,Green_Indicators
Personal_remittances,subClassOf,Green_Indicators
N15a5fb8b09d741ceb9451302d9601afc,cardinality,1
N166362e4a0a447d2baa6677ea0caee28,cardinality,1
Nb355422b1cba48b9a1036e053b4a5328,type,Restriction
has_Macroeconomic_dashboard,domain,Partnerships_for_The_Goals
N0ead90e990404480b2af87413e4b619e,cardinality,1
Statistical_capacity_resource,label,Statistical_capacity_resource
Nbd3ddaa92328410e9ce7efd50c47567f,cardinality,1
has_Recycling_rates,label,Recycling_rates
has_Agri_orientation_index,type,ObjectProperty
has_Marine_pollution,range,Marine_pollution
has_Genetic_resource_sharing,label,Genetic_resource_sharing
Remittance_costs,subClassOf,Green_Indicators
Non_communicable,label,Non-communicable_(NCD)
Ndd0ea011ac244c7bb86fa623a907832a,onClass,Air_pollution_deaths
N9a67ac28c75b4e468109e6a65155bd25,onProperty,has_Agri_export_subsidies
Safe_city_spaces,label,Safe_city_spaces
N393fa8150a5f4709bad1fa4f8c22550c,first,Climate_Action
N6e1b6f7eae874af4b1fadb8d9c88772d,cardinality,1
N17466862601f4f7c81d03f24dad3dcb1,onProperty,has_Conflict_related_deaths
has_Tracking_gender_equality,type,ObjectProperty
No_Poverty,subClassOf,N820016514cbf4525bbf8824afb862abe
Sustainable_Development_Goals,member,Affordable_and_Clean_Energy
Pop_less_than_Fifty_percent_median_income,label,Pop_less_than_Fifty_percent_median_income
N36a33004e1c44a6fa7bc10215bc17fad,type,Restriction
has_ODA_for_biodiversity,range,ODA_for_biodiversity
N46da9eb40fc84700bb122386b9e86b25,cardinality,1
Nc3f5e5db825c48ca9b96763bd00548f0,onProperty,has_Family_planning
has_Policy_for_sust_development,domain,Partnerships_for_The_Goals
has_Equal_intl_participation,range,Equal_intl_participation
Disparities_in_edu_access,subClassOf,Yellow_Indicators
has_Protected_biodiversity_sites,range,Protected_biodiversity_sites
Responsible_Consumption_and_Production,subClassOf,N45868f2755044ded9e8206519a8a18ca
Indicators,member,Yellow_Indicators
has_Statistical_legislation,domain,Partnerships_for_The_Goals
has_Neonatal_mortality,label,Neonatal_mortality
Zero_Hunger,subClassOf,N96e68d9f31db43138795620bf6741dc9
has_R_and_D_researchers,type,ObjectProperty
No_Poverty,subClassOf,N3b4b8558593c4b9083e7b558a4dc0a78
has_Disaster_costs,range,Disaster_costs
has_Violence_against_children,range,Violence_against_children
New_HIV_infections,subClassOf,Green_Indicators
has_Violence_by_non_partner,domain,Gender_Equality
Life_Below_Water,subClassOf,Neaaf8554ea734a02ab222bb146098ae0
Disaster_risk_reduction,label,Disaster_risk_reduction
Water_sanitation_deaths,type,Class
has_Malaria_incidence,range,Malaria_incidence
Social_protection,type,Class
has_Transboundary_cooperation,domain,Clean_Water_and_Sanitation
R_and_D_researchers,subClassOf,Green_Indicators
has_Wildlife_poaching,domain,Life_On_Land
N13d79d4f0e1e478b84621be190b46eb6,onProperty,has_ODA_from_OECD
N52ec73992fab402ca9c2a63b04a85f33,onProperty,has_Alcohol_intake
No_Poverty,subClassOf,N3e4746581f5e4f73accbfd3c687af912
Sustainable_Cities_and_Communities,label,Sustainable_Cities_and_Communities
Nd18cb6d7b55c4cbfb957c8e475de547b,onProperty,has_Qualified_teachers
has_Differential_tariffs,domain,Reduce_Inequalities
Nc90de1154cd648e1941e14047f983fea,onClass,Recycling_rates
has_Public_information_access,domain,Peace_Justice_and_Strong_Institutions
Ncb7fcd4e3ee045de9156dafb61601121,type,Restriction
Nbd3ddaa92328410e9ce7efd50c47567f,type,Restriction
has_ODA_from_OECD,type,ObjectProperty
has_Bribery_in_business,type,ObjectProperty
Nefa8033d06254bad880586065d68f9ba,cardinality,1
has_Climate_capacity_building,label,Climate_capacity_building
Alcohol_intake,subClassOf,Green_Indicators
Peace_Justice_and_Strong_Institutions,subClassOf,Nd5f024d488114f5f9492e0469195152f
has_Govt_expenditure_in_budgets,range,Govt_expenditure_in_budgets
has_Adolescent_births,domain,Good_health_and_well_being
N226f9d327aa84218a17857f3f4cd94f5,type,Restriction
Sustainable_tourism_jobs,type,Class
has_Foreign_Direct_Investment,domain,Partnerships_for_The_Goals
has_Sexual_violence,type,ObjectProperty
Nb7434516fab447889826427ee3a98da3,onClass,Broadband_subscriptions
has_Integrated_water_Mgmt,label,Integrated_water_Mgmt
N38ab8854245b41b093b39d9e5fe3faad,onProperty,has_Tracking_gender_equality
Gender_Equality,subClassOf,Ne98bcf47bbce417382444fc4b71121c7
has_Neglected_tropical_disease,range,Neglected_tropical_disease
Sustainable_buildings,subClassOf,Red_Indicators
has_Health_workers,domain,Good_health_and_well_being
Sustainable_urbanization,label,Sustainable_urbanization
Zero_Hunger,subClassOf,N9a67ac28c75b4e468109e6a65155bd25
N86818bfbb1074ea1a4564e31d0798d61,onProperty,has_Statistical_capacity
Ne2a9501392d24fe4aa756c813466e073,onClass,Energy_intensity
has_Conflict_related_deaths,label,Conflict_related_deaths
has_Pre_primary_participation,domain,Quality_Education
has_Occupational_injuries,type,ObjectProperty
N6f5a2dd0345b45b0ac3b570eacebe812,type,Restriction
Decent_Work_and_Economic_Growth,subClassOf,N36a33004e1c44a6fa7bc10215bc17fad
has_Hepatitis_B_incidence,range,Hepatitis_B_incidence
N36a33004e1c44a6fa7bc10215bc17fad,cardinality,1
N55f5fc37ab694b0e988cdcbfb0ab83d3,cardinality,1
N15b57982401345cda80d24c5d1934f2c,first,Decent_Work_and_Economic_Growth
Ne6f423be8797441b93a251a9a60d7026,cardinality,1
Personal_remittances,type,Class
has_Human_rights_institutions,range,Human_rights_institutions
N20294a95fe5c48c8883d41f91970ba7b,onClass,Occupational_injuries
Financial_soundness,subClassOf,Red_Indicators
Nf4fe0d2eb2d8406d88d3aca4dd081014,type,Restriction
has_Public_safety,domain,Peace_Justice_and_Strong_Institutions
N7f784aedb139400dae4a2a0c982e4b68,cardinality,1
has_Health_staff_at_births,domain,Good_health_and_well_being
has_Suicide_mortality,type,ObjectProperty
Fossil_fuel_subsidies,type,Class
Life_Below_Water,subClassOf,Ne9ab40f04b294549a84befce6a04946e
has_Small_scale_fisher_support,label,Small_scale_fisher_support
N166362e4a0a447d2baa6677ea0caee28,onProperty,has_Violence_by_partner
Decent_Work_and_Economic_Growth,subClassOf,N3a942c2c5bd3466db50458b139f05a61
has_Disaster_losses,domain,Sustainable_Cities_and_Communities
Integrated_water_Mgmt,type,Class
has_Extreme_poverty,range,Extreme_poverty
has_Personal_remittances,label,Personal_remittances
Ne42e0f03ffc44e33a4ab0cfc1e83e6d3,type,Restriction
Disaster_costs,subClassOf,Green_Indicators
has_Family_planning,type,ObjectProperty
Science_tech_cooperation,subClassOf,Red_Indicators
N2c7fbca325654e8da7950be849eab745,onProperty,has_Unemployment_rate
Decent_Work_and_Economic_Growth,subClassOf,Nfdae03dd121646ffae1a6210683b632e
has_National_statistical_plans,type,ObjectProperty
Nfdae03dd121646ffae1a6210683b632e,onClass,Domestic_consumption
N79b1144bc6944df1b41e1c0b2afb1879,cardinality,1
has_Occupational_injuries,label,Occupational_injuries
Nbb2e0bcf5ee7490bab21f2122e8a7730,onClass,Debt_service
Good_health_and_well_being,subClassOf,N73fd66a249734ff889fdb2749ac16d57
has_Ambient_water_quality,type,ObjectProperty
Partnerships_for_The_Goals,subClassOf,Nd9f08db3d7a5499a8b28feb7c059e839
Partnerships_for_The_Goals,subClassOf,Nb7434516fab447889826427ee3a98da3
has_Public_safety,type,ObjectProperty
N820016514cbf4525bbf8824afb862abe,onProperty,has_National_poverty_lines
Suicide_mortality,type,Class
Journalist_media_killings,subClassOf,Green_Indicators
has_Manufacturing_employment,type,ObjectProperty
Ambient_water_quality,subClassOf,Red_Indicators
Children_on_track,label,Children_on-track
Partnerships_for_The_Goals,subClassOf,N9f6fe89c1f3b4452ba303c56d0593000
Marine_pollution,subClassOf,Red_Indicators
N699e0fb3fd4243208fe957455f067f95,cardinality,1
N1116c9b7363e489b90f1fac41ae1e6e7,onProperty,has_Urban_air_pollution
Green_Climate_Fund,type,Class
has_Tuberculosis_incidence,range,Tuberculosis_incidence
N6503a55f341f4e0098baf30e529e88a2,type,Restriction
Ne9ab40f04b294549a84befce6a04946e,onClass,Sustainable_fishery_income
N4d586ac7db7d4083897ceb651bce4458,onClass,Sustainable_buildings
Implementing_intl_sea_law,label,Implementing_intl_sea_law
N54fbf57c9e644a16b67bc1ed46d2d956,type,Restriction
N542167632131432289f042496c23e087,type,Restriction
has_Support_sust_production,domain,Responsible_Consumption_and_Production
N226f9d327aa84218a17857f3f4cd94f5,onClass,Hepatitis_B_incidence
N0247f2c5216443f3a1ac0abeaa65b621,onProperty,has_CO_two_emissions_intensity
Marine_protected_areas,subClassOf,Green_Indicators
has_violence_prevalence,range,violence_prevalence
N9999fffb70b2449ab71e77ccf12ba0fa,onClass,Disaster_deaths_injury
N452c228f0d7c44eeb140186b0867850d,type,Restriction
Na08553ae0b9b4750af0bed71cded8fbf,type,Restriction
has_Ocean_acidification,range,Ocean_acidification
GDP_growth_per_employed,type,Class
has_Alcohol_intake,range,Alcohol_intake
Nc437487918c144839480d962ef678b11,onClass,Manufacturing_value
Food_price_anomaly,type,Class
Nb22a8a7df5c444c694f8887c88e62619,type,Restriction
has_Family_planning,domain,Good_health_and_well_being
Informal_employment,label,Informal_employment
has_Maternal_mortality,domain,Good_health_and_well_being
has_Neglected_tropical_disease,type,ObjectProperty
has_Integrated_water_Mgmt,domain,Clean_Water_and_Sanitation
Peace_Justice_and_Strong_Institutions,subClassOf,Sustainable_Development_Goals
has_National_poverty,range,National_poverty
Nfebdc4e4fe114f4fa18652e00a299836,type,Restriction
Labour_share_of_GDP,type,Class
has_Solid_waste_management,type,ObjectProperty
has_Agri_export_subsidies,label,Agri_export_subsidies
Responsible_Consumption_and_Production,subClassOf,N55f5fc37ab694b0e988cdcbfb0ab83d3
N0cd64e700fc74edf96a998ec2c1bf20a,cardinality,1
Nb44d66d08cc046428a9bf0b667b9ea23,first,No_Poverty
has_Vaccine_coverage,range,Vaccine_coverage
Nf63622207036429dbf160093085f6979,cardinality,1
Violence_by_non_partner,label,Violence_by_non-partner
has_Family_planning,range,Family_planning
Life_On_Land,subClassOf,N89d169e0f2774c088804c6b591621c4e
Energy_service_investment,label,Energy_service_investment
Good_health_and_well_being,subClassOf,N900e7837b3d744348997d3751c25605b
has_Substance_use_treatment,type,ObjectProperty
Human_rights_institutions,type,Class
N45868f2755044ded9e8206519a8a18ca,type,Restriction
N712f2a91b1754e39892e74a1fab49c27,onProperty,has_Public_transpot_access
N499a2a4c25114918af4e8d1ca16be9fa,onClass,Invasive_alien_species
Inclusive__safe_school,subClassOf,Red_Indicators
Vaccine_coverage,label,Vaccine_coverage
has_GDP_growth_per_employed,type,ObjectProperty
has_Integrated_water_Mgmt,type,ObjectProperty
Child_labour,type,Class
Developing_nation_exports,subClassOf,Green_Indicators
has_Access_to_clean_fuels,domain,Affordable_and_Clean_Energy
N9aa963a31c0c450c8edd17eaf063b24e,onProperty,has_New_HIV_infections
Ncf640b7375614150884e9ea787cb8406,onClass,Violence_against_children
Sustainable_tourism,subClassOf,Red_Indicators
Foreign_Direct_Investment,type,Class
Sustainable_fishery_income,type,Class
Homicides_rate,subClassOf,Green_Indicators
Passenger_freight_volumes,subClassOf,Yellow_Indicators
has_Prod_per_labour_unit,domain,Zero_Hunger
N77e5db875f2e4a1b8ae79a917fdedaef,cardinality,1
has_Green_Climate_Fund,domain,Climate_Action
Clean_Water_and_Sanitation,subClassOf,N711e424934864431bb1a927a1dc75287
National_poverty_lines,label,National_poverty_lines
Bribery_in_public,subClassOf,Red_Indicators
has_Genetic_resource_sharing,domain,Life_On_Land
N1b9f0b29de7f4c65842a7c4c26d89542,first,Climate_Action
Child_stunting,subClassOf,Yellow_Indicators
Nea720dc4b13b464794e1e3133ae28a8d,type,Restriction
N1b09fac222fd457f9e4df9839efb875e,onProperty,has_Literacy__numeracy
N393fa8150a5f4709bad1fa4f8c22550c,rest,nil
Ndca8785d5b2240b99242c38eb8bdb6ba,cardinality,1
has_Prod_per_labour_unit,range,Prod_per_labour_unit
Affordable_and_Clean_Energy,label,Affordable_and_Clean_Energy
has_Disaster_risk_reduction,domain,N09197b97e696487db6152958711f4ff6
Decent_Work_and_Economic_Growth,subClassOf,N20294a95fe5c48c8883d41f91970ba7b
N15a5fb8b09d741ceb9451302d9601afc,type,Restriction
N166362e4a0a447d2baa6677ea0caee28,type,Restriction
Inclusive_intl_participation,type,Class
N83e1e765a173427ea1fe3eae213c8fdb,cardinality,1
Quality_Education,subClassOf,Nf4fe0d2eb2d8406d88d3aca4dd081014
has_Labour_share_of_GDP,domain,Reduce_Inequalities
No_Poverty,subClassOf,N7357ab605bbb4f97a22fc6ac66ed7bf1
Local_risk_Mgmt,subClassOf,Red_Indicators
has_Violence_by_non_partner,type,ObjectProperty
has_ODA_for_scholarships,domain,Quality_Education
Life_Below_Water,subClassOf,Nd691c50dbbda4438a8a7cf70116339a4
Developing_nation_tariffs,subClassOf,Yellow_Indicators
has_Tobacco_use,type,ObjectProperty
has_ODA_for_water,domain,Clean_Water_and_Sanitation
Access_to_clean_fuels,label,Access_to_clean_fuels
Transboundary_cooperation,type,Class
N891abd115e424d4ab64e8f76fccf3ff9,onProperty,has_edu_for_sust_development
has_Cultural_heritage,type,ObjectProperty
Transboundary_cooperation,subClassOf,Red_Indicators
Nae0d113f5760482cb57d4914e40ee62c,type,Restriction
has_Sustainable_urbanization,type,ObjectProperty
has_Electricity_access,range,Electricity_access
has_Govt_revenue_GDP,label,Govt_revenue_GDP
has_Broadband_subscriptions,label,Broadband_subscriptions
has_Public_transpot_access,label,Public_transpot_access
N37276e4595f2443d84bd081e6d9b9029,onProperty,has_Sustainable_lifestyles
ODA_for_forests,subClassOf,Green_Indicators
Partnerships_for_The_Goals,label,Partnerships_for_The_Goals
Ne8102076348849dc97fb759c3f4a9b19,onClass,Financial_soundness
Small_scale_industry_value,subClassOf,Red_Indicators
Nd21cda2040704cfb9e77fcfb9c03de0d,cardinality,1
has_Alcohol_intake,type,ObjectProperty
Responsible_Consumption_and_Production,subClassOf,N54fbf57c9e644a16b67bc1ed46d2d956
has_Planned_migration_policy,label,Planned_migration_policy
Air_pollution_deaths,type,Class
has_Water_use_efficiency,label,Water_use_efficiency
Nb22a8a7df5c444c694f8887c88e62619,cardinality,1
has_Youth_education_or_training,domain,Decent_Work_and_Economic_Growth
Peace_Justice_and_Strong_Institutions,subClassOf,N3c63923163d3448d869e16ac5f994f96
has_Health_expenditure,domain,Good_health_and_well_being
Ne0eab10cae3a4079b2d9136e4892a974,type,Restriction
N80d5452cfd69435b85ef7b112619b04b,type,Restriction
Forest_area,type,Class
has_Non_communicable,type,ObjectProperty
Nade67e07d1f447f289a87a25e9269517,onClass,Small_scale_farmer
N8250471580e14665a7d8c48cea7d6465,type,Restriction
Public_transpot_access,label,Public_transpot_access
Decent_Work_and_Economic_Growth,label,Decent_Work_and_Economic_Growth
has_Female_land_rights,domain,Gender_Equality
Good_health_and_well_being,subClassOf,Nc318be26e0b548db8a03540d97c4bb2d
N83e1e765a173427ea1fe3eae213c8fdb,type,Restriction
Extreme_poverty,type,Class
Nc6ddc5d6144342c4b57c487cf9352d61,onClass,Agri_orientation_index
has_Mobile_network_coverage,type,ObjectProperty
N03561d85e82a4857b5b62e3e755ac852,onProperty,has_Solid_waste_management
National_poverty,type,Class
